intent,patterns,bot_response
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
community_service,Q941: Barangay promotes community volunteerism.,Offenders may be required to join clean-up drives.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
alcohol_regulation,Q944: Residents must follow restrictions on alcohol to avoid penalties.,Liquor ban applies during fiestas and election periods.
permits,Q945: Applicants must secure barangay approval before construction projects.,Applicants must secure barangay approval before construction projects.
alcohol_regulation,Q946: Alcohol selling is prohibited after 10:00 PM.,Liquor ban applies during fiestas and election periods.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
barangay_clearance,Q948: Requirements for clearance include valid ID and barangay residency.,Requirements for clearance include valid ID and barangay residency.
barangay_clearance,Q949: Barangay clearance can be requested at the Barangay Hall during office hours.,Requirements for clearance include valid ID and barangay residency.
community_service,Q950: Barangay promotes community volunteerism.,Barangay promotes community volunteerism.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
loitering,Q952: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
community_service,Q955: Community service may be given as penalty for minor offenses.,Barangay promotes community volunteerism.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
curfew,Q957: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,The barangay enforces curfew to ensure peace and order at night.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
alcohol_regulation,Q959: Alcohol selling is prohibited after 10:00 PM.,Liquor ban applies during fiestas and election periods.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
community_service,Q962: Community service may be given as penalty for minor offenses.,Barangay promotes community volunteerism.
barangay_clearance,Q963: Clearance is needed for job applications and legal documents.,Barangay clearance can be requested at the Barangay Hall during office hours.
